Algorithm,Train_RMSE,Train_MAE,Train_R2,Test_RMSE,Test_MAE,Test_R2,timestamp,features
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",20.323684867776933,13.284130166305044,0.97878179406515,97.84062758191402,55.17424489715471,0.5125751305273476,2024-03-14 02:28:24.940833,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation', 'cum_precipitation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",12.221702560056992,8.354812268241517,0.9925533392401197,102.77790704509599,59.12147161787507,0.45029321538318606,2024-03-14 02:29:13.350708,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation', 'cum_precipitation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",5.536173623485166,3.817961927686643,0.9983758396425938,105.21700236067514,60.03344199811389,0.447223070780334,2024-03-14 02:29:43.407280,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation', 'cum_precipitation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=500, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",15.650196149337404,10.772195325754858,0.9870658829318135,106.25799629480093,60.99748140525662,0.4366131820224799,2024-03-14 02:29:56.006889,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation', 'cum_precipitation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=5, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=500, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",26.803938161242673,18.514647609592007,0.9627765071227338,107.44117910187907,62.9864059773668,0.42281720483355756,2024-03-14 02:30:03.918963,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation', 'cum_precipitation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",6.122641503525584,4.244922579148216,0.9980212098610787,100.62318355433231,52.21365799373723,0.4118507192537755,2024-03-14 02:31:37.186746,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",50.43708488216571,26.447090521525162,0.8498391486519251,81.42150695002886,44.24301403751207,0.5526965919254285,2024-03-14 02:32:44.994089,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",50.76143423169708,27.39849558859472,0.8655462575658707,79.18332769903205,42.73172553698042,0.5668382625351057,2024-03-14 02:33:47.622534,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",50.76143423169708,27.39849558859472,0.8655462575658707,79.18332769903205,42.73172553698042,0.5668382625351057,2024-03-14 02:34:00.009461,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",16.49947220854287,10.97882337705615,0.9866256155641157,99.66145172496879,57.54407520935731,0.4163082862196861,2024-03-14 02:40:28.704733,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation', 'year', 'cum_precipitation', 'lag1']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",17.45441361426604,11.473467686487599,0.9850531331126028,99.61611711281903,57.38891686933313,0.4156391455945432,2024-03-14 02:41:25.290256,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation', 'year', 'cum_precipitation', 'lag1']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",16.49947220854287,10.97882337705615,0.9866256155641157,99.66145172496879,57.54407520935731,0.4163082862196861,2024-03-14 02:41:50.207020,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation', 'year', 'cum_precipitation', 'lag1']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",8.260982472847441,5.560830106248422,0.996454391696876,106.06677693197271,61.31274957511482,0.34965007939242143,2024-03-14 02:43:47.286632,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation', 'year', 'cum_precipitation', 'lag1']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",16.49947220854287,10.97882337705615,0.9866256155641157,99.66145172496879,57.54407520935731,0.4163082862196861,2024-03-14 02:46:17.874101,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation', 'year', 'cum_precipitation', 'lag1']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",50.76143423169708,27.39849558859472,0.8655462575658707,79.18332769903205,42.73172553698042,0.5668382625351057,2024-03-14 02:47:15.671297,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",50.76143423169708,27.39849558859472,0.8655462575658707,79.18332769903205,42.73172553698042,0.5668382625351057,2024-03-14 02:47:37.045649,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation']"
"ExtraTreesRegressor(max_depth=6, n_estimators=1000, n_jobs=-1)",98.63123993132815,67.25762902360948,0.5287249637168097,98.57867052730607,67.68896187192755,0.4335212344771149,2024-03-14 02:47:37.045649,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=700, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",51.46812670386447,28.48225335848208,0.8626096689750105,79.19613980144631,43.41655632454128,0.5689674349515743,2024-03-14 02:48:06.002157,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1200, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",50.58431715965008,27.0627561322817,0.866262071917388,79.2407061781402,42.534466586428195,0.5654146261170058,2024-03-14 02:48:22.877516,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=7, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=900, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",50.49535810032202,26.86110693071152,0.8666059738826586,79.28240310210401,42.41065654197995,0.5645274589821916,2024-03-14 02:48:45.401675,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=1, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=7, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",50.47144195687772,26.79087700074898,0.8667032910141345,79.31759435674137,42.377823722862125,0.5639397815896571,2024-03-14 02:49:40.723135,"['cropland_std', 'netloss', 'cropland', 'cropland_max', 'block_avg_elevation', 'block_std_elevation', 'elevations', 'cropland_min', 'distname', 'netgain', 'block_max_elevation']"
